      HaloID      x[Mpc/h]     y[MPc/h]     z[MPc/h] m500c[Msol]    Avail[0/1]  Files_1 Files_2 Files_3 Files_4
        2677      788.158      884.012      2362.29  5.06447e+14       0        5415
        2679      2164.30      690.091      2156.75  5.39577e+14       0        1573
        2680      2436.38      1320.09      1304.93  5.84023e+14       0        1461
        2689      1988.81      2055.63      2508.36  5.77397e+14       0        2919
        2700      1076.40      2246.12      1273.79  5.71608e+14       0        3362
        2704      987.195      2365.84      966.178  5.04010e+14       0        3483
        2713      2090.96      447.265      1289.79  5.46733e+14       0        4084
        2725      2467.17      1260.33      1151.11  5.53494e+14       0         402
        2733      2057.51      132.062      96.0938  5.07611e+14       0         575
        2742      2191.65      2338.22      445.147  5.39084e+14       0        5674
        2751      1917.21      438.711      670.228  5.59922e+14       0        1846        4492
        2752      651.550      2064.04      2645.26  5.04488e+14       0        4996
        2766      788.804      574.337      2601.61  5.21294e+14       0        4529
        2773      142.794      1274.57      1329.39  5.32097e+14       0        4612
        2782      927.746      1101.27      1080.66  5.12327e+14       0        2797
        2793      358.253      1043.15      1387.03  5.10758e+14       0        5493
        2796      2198.91      1397.25      2032.14  5.64674e+14       0        4940
        2799      1982.66      629.778      2678.15  5.03677e+14       0        3268
        2802      1739.42      248.297      2241.75  5.31663e+14       0        5523
        2829      2132.00      520.918      1191.14  5.21706e+14       0        4361
        2831      332.397      1137.30      2112.86  5.95228e+14       0        4858
        2843      2223.02      2037.14      1508.36  5.17265e+14       0        5129
        2852      2447.58      1611.05      199.395  5.12391e+14       0        6113
        2853      44.9489      2650.19      2482.36  5.07239e+14       0         521
        2866      1006.29      2280.27      1748.49  5.17790e+14       0         650        3804
        2887      1514.61      2625.13      1012.12  5.21301e+14       0        1047
        2901      186.409      678.171      2227.59  5.51867e+14       0        5541
        2902      338.762      804.110      2035.68  5.35403e+14       0        2113
        2903      269.358      729.462      713.390  5.98555e+14       0         324
        2907      349.066      848.477      2006.00  5.04061e+14       0          48
        2912      70.2899      2105.94      1862.41  5.17119e+14       0         148
        2945      1843.04      2056.03      1475.05  5.17570e+14       0        1585
        2953      2100.99      864.867      510.312  5.11239e+14       0         978        2627
        2960      723.371      1697.17      1995.42  5.42394e+14       0        2525
        2988      66.9289      2026.43      1285.82  5.18312e+14       0         112
        3002      405.106      2597.76      2099.02  5.31108e+14       0        1999        3868
        3032      63.5202      17.1634      423.610  5.35099e+14       0        1163
        3051      2627.18      2017.77      1222.81  5.19662e+14       0         644        2844
        3054      2103.31      355.485      2013.87  5.12873e+14       0        5222
        3059      2456.34      2530.49      1639.71  5.08853e+14       0        1878
        3070      1863.54      707.593      2339.68  5.03302e+14       0        2292
        3074      1908.37      467.062      2316.31  5.10688e+14       0        2598
        3103      119.221      16.6668      2401.61  5.04931e+14       0        2602
        3196      982.803      1868.02      2348.97  5.24740e+14       0        1741
        3215      215.296      1445.42      1690.25  5.57551e+14       0        4154
        3218      82.4209      671.645      141.539  5.65869e+14       0         346        3163        5496
        3237      262.153      2587.99      2459.43  5.10084e+14       0        3986
        3240      2221.45      2673.49      202.448  5.21606e+14       0        2889
        3273      299.472      1699.94      1456.98  5.01106e+14       0        2588
        3284      2600.82      2286.73      1090.86  5.14121e+14       0        3985
        3305      1522.98      1869.93      80.6998  5.00747e+14       0        4132
        3322      151.648      1536.09      3.10916  5.15837e+14       0         680
        3335      1593.09      1056.04      961.343  5.02368e+14       0        4551
        3342      962.097      1582.30      1553.76  5.30813e+14       0        1799
        3412      26.3999      2497.82      463.577  5.12460e+14       0        3077
        3415      678.328      519.643      790.005  5.78974e+14       0        5136
        3418      2071.40      1195.15      2448.02  5.22677e+14       0        5385
        3424      29.8907      600.854      1663.09  5.20871e+14       0        4177
        3429      2083.55      2678.43      1214.88  5.01824e+14       0        2914
        3522      554.763      593.027      1487.72  5.54991e+14       0         489
        3527      371.225      1053.57      285.132  5.08470e+14       0        4140
        3530      2197.39      277.145      2587.95  5.01933e+14       0        4782
        3532      797.768      824.595      232.619  5.30534e+14       0        1137
        3546      2155.82      2384.32      972.975  5.17095e+14       0        1657
        3611      34.2529      578.664      2258.64  5.54351e+14       0        3831
        3617      2411.68      1953.62      1220.27  5.39762e+14       0        3669
        3625      178.077      1631.17      1181.37  5.20858e+14       0        3860
        3639      936.008      790.682      1081.81  5.47153e+14       0        5302
        3656      1070.00      1361.16      928.104  5.03294e+14       0        5407
        3675      1717.25      2549.38      693.731  5.05742e+14       0        2224
        3681      2661.35      155.561      1383.20  5.04651e+14       0        4006
        3754      396.579      942.141      913.054  5.74520e+14       0        3814
        3763      2041.64      1181.08      2556.59  5.14303e+14       0         468
        3859      1947.80      774.964      430.649  5.17234e+14       0        3152
        3880      1981.37      2210.33      2540.70  5.39940e+14       0        5898
        3884      398.798      909.009      1634.69  5.03701e+14       0        6142
        3893      2517.87      1205.78      1540.97  5.18106e+14       0        2579
        3914      2325.92      1424.60      1104.54  5.39713e+14       0         426
        3919      1095.81      552.126      2393.50  5.11948e+14       0        4055
        3922      1874.67      2600.33      2517.06  5.02728e+14       0        3658
        4028      1389.74      1492.46      1709.22  5.00887e+14       0          74
        4087      1185.04      1398.63      140.690  5.00632e+14       0        2868
        4185      818.111      2301.94      1268.63  5.02105e+14       0        5827
        4262      1351.59      38.8465      454.139  5.22099e+14       0        3649
        4339      2521.09      1855.93      286.307  5.06679e+14       0         571        2132
        4616      646.912      80.4175      964.140  5.05114e+14       0        2436
        4624      256.691      931.723      1110.78  5.00081e+14       0        1379
        4679      2514.47      908.613      1457.74  5.01053e+14       0         626
        4699      6.64621      607.738      1327.83  5.11195e+14       0        3218
        4799      985.990      1803.20      44.4300  5.04296e+14       0         279
        4864      2382.03      270.276      1163.86  5.48460e+14       0        1692
        4944      1227.04      2638.53      2358.36  5.12281e+14       0        4754
        5003      2392.13      478.483      568.397  5.01687e+14       0        1489
        5260      1922.69      1629.22      21.4003  5.14200e+14       0         459
